Título,Resumen,Etiquetas,Enlace
Let The Dark In,"In a world where the rise of Voldemort never occurred, Wizarding society has found new ways to repress and exclude those they consider outsiders. Hermione Granger attends Hogwarts as one of the few Muggle-born students. Despite her efforts to make a place for herself, her future seems set in stone until Sixth Year, when the Triwizard Tournament is announced and everything begins to change.
“Bloody hell,” Ron says from beside her. “I think that blond tosser in the front is a Malfoy.”
She tears her eyes away to stare at Ron. “A who?”
He laughs and points at the blond boy. “Malfoy. I dunno his first name, but he’s definitely got to be a Malfoy. Old pureblood family from here in Britain. Bastards, the lot of them. Always Slytherins here at Hogwarts. Heard his dad sent him to Durmstrang because he didn’t want his son near any Muggle-borns.”","Mature, Creator Chose Not To Use Archive Warnings, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Hermione Granger, Draco Malfoy, Harry Potter, Ron Weasley, Viktor Krum, Albus Dumbledore, Ginny Weasley, Cormac McLaggen, Rita Skeeter, Severus Snape, Durmstrang Student Draco Malfoy, Alternate Universe - No Voldemort, Dark Magic, Triwizard Tournament, The Dark Arts (Harry Potter), Morally Grey Hermione Granger, Slow Burn, No Voldemort Does Not Mean No Bigotry, Angst, Hogwarts Sixth Year, Violence, Attempted Sexual Coercion, Triwizard Champion Hermione Granger, Minor Character Death, Implied/Referenced Suicide, Secret Relationship, Bigotry & Prejudice, Sexual Content, Rivals With Benefits, Combat Training As Foreplay",https://archiveofourown.org/works/32850244
My Time,Resumen no encontrado,"Teen And Up Audiences, No Archive Warnings Apply, F/M, M/M, Harry Potter - J. K. Rowling, Orion Black/Harry Potter, Melania MacMillian Black/Arcturus Black, Hesper Gamp Black/Sirius Black II, Harry Potter, Orion Black, Arcturus Black, Melania Macmillan Black, Sirius Black, Hesper Black, Carina Black, Walburga Black, Dorea Black Potter, Charlus Potter, Fleamont Potter, Cygnus Black, All The Black's, Abraxas Malfoy, Mpreg, Time Travel",https://archiveofourown.org/works/27964796/chapters/157139518
you've got the antidote for me,"When Harry Potter unintentionally severs their soulbond before it can fully form, Draco Malfoy resigns himself to a slow death and decides not to burden Harry with a soulmate he's made it very clear he doesn't want.He's never been selfless before, but for Harry, he can try.","Mature, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Penelope Clearwater, Alternate Universe - Soulmates, Soul Bond, Red String of Fate, Heavy Angst, Terminal Illnesses, Major Illness, Angst with a Happy Ending",https://archiveofourown.org/works/16138103?show_comments=true#comments
Harry Potter and the Greatest Show,Resumen no encontrado,"Mature, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle, Harry Potter/Tom Riddle | Voldemort, Harry Potter, Albus Dumbledore, Tom Riddle | Voldemort, Sirius Black, Remus Lupin, Ron Weasley, Hermione Granger, Severus Snape, Draco Malfoy, Neville Longbottom, Hannah Abbott, Susan Bones, Blaise Zabini, Mandy Brocklehurst, do not copy to another site, Time Travel, Master of Death Harry Potter, Slytherin Harry Potter, Harry living his own life, Harry has no idea what he is doing, but he tries, Moral Ambiguity, Gray Harry, Neutral Harry, Manipulative Albus Dumbledore, but he also tries, it just doesnt work out the way he wants, Slytherins are people too, Work In Progress, irregular updates, Post-Traumatic Stress Disorder - PTSD, Implied/Referenced Child Abuse, Magically Powerful Harry Potter, Paganism, Pagan Festivals, papa snape, Slow Burn, But does it count as slow burn if we are just waiting for Harry to grow up, no beta we die like men, monstrously long fic, seriously, the sort of fic where you sink up to your eyeballs and marinate for a while, it is 120k words before Harry and Tom even talk, this started out as crack but then it got serious, The Author Regrets Nothing",https://archiveofourown.org/works/15087428/chapters/101654856
All the Young Dudes,"LONG fic charting the marauders' time at Hogwarts (and beyond) from Remus' PoV - diversion from canon in that Remus's father died and he was raised in a children's home, and is a bit rough around the edges. Otherwise canon-compliant.1971 - 1995This IS a wolfstar fic, but incredibly slow burn. Literally years. Long build up but worth it I promise! PLEASE DO NOT COPY TO WATTPAD. SERIOUSLY, WHY?? Spotify playlist:https://open.spotify.com/user/htl2006/playlist/3z2NbLq2IVGG0NICBqsN2D?si=Liyl_JKJSx2RUqks3p50kg(Compiled by amazing reader, JustAnotherPerson) DISCLAIMER: I do not support JK Rowling's disgusting transphobic views.NOTE: I AM NO LONGER READING OR REPLYING TO COMMENTS ON THIS FIC","Mature, No Archive Warnings Apply, Major Character Death, Graphic Depictions Of Violence, M/M, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, Sirius Black & Remus Lupin, James Potter/Lily Evans Potter, Remus Lupin, Sirius Black, James Potter, Lily Evans Potter, Peter Pettigrew, Severus Snape, Minerva McGonagall, Bellatrix Black Lestrange, Narcissa Black Malfoy, Albus Dumbledore, Mulciber Sr. (Harry Potter), Horace Slughorn, Mary Macdonald, Marlene McKinnon, Poppy Pomfrey, Walburga Black, Regulus Black, Fenrir Greyback, Marauders' Era, Marauders, Marauders Friendship, wolfstar, Get Together, Slow Burn, so slow, it's slow, seriously, Complete, Canon Compliant, Angst, Fluff, Fluff and Angst, Requited Love, Canonical Character Death, First War with Voldemort, First Kiss, Period Typical Attitudes",https://archiveofourown.org/works/10057010?view_full_work=true#kudos
Dripping Fingers,"When Harry finds Tom Riddle's diary he does not write 'Hello.' He does not write anything at all. He draws. Tom Riddle falls in love with the artwork._________________Sketch by sketch, drawing by drawing, the ink Harry pours into the diary manifests as creations in Tom's monochrome world.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle, Harry Potter, Tom Riddle, Hermione Granger, Ron Weasley, Petunia Evans Dursley, Dudley Dursley, Bartemius Crouch Jr., Hogwarts Students, Hogwarts Ghosts, Sirius Black, Artist Harry Potter, Lonely Harry Potter, Tom Riddle's Diary, Possessive Tom Riddle, Oblivious Harry, Sad Harry Potter, no bashing of anyone, Canon-Typical Violence, Triwizard Tournament, a severe lack of Dobby, Redemption, Canonical Character Death, Tom Riddle Redemption, Tom Riddle is His Own Warning, Tom Riddle Has Feelings, Eventual Sane Tom Riddle, Angst, Alternate Universe - Canon Divergence, Canon Compliant - Harry Potter and the Philosopher's Stone, Fluff and Angst, Tearjerker, If you read nothing else, Read chapter 16",https://archiveofourown.org/works/25440826
Text Talk,"Sirius is in boarding school, Remus is in hospital, and they don't know each other until Sirius texts the wrong number.","Not Rated, Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, wolfstar - Relationship, Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Moony, Wormtail, Padfoot, Prongs, Lily Evans, Lily Potter, Alice Longbottom, Frank Longbottom, text, Texting, text fic, Hospital, Boarding School, MWPP, Marauders era, The Marauders - Freeform, Maurders AU, AU, Alternate Universe, Modern AU, texting fic, School, Injury, Mention of family abuse, mention of depression, family stuff, Parents, Illness, Homophobic Slurs, Mention Of Homophobia",https://archiveofourown.org/works/1651109?show_comments=true&view_full_work=true#comments
Heir Apparent,"When a Voldemort in his thirties encounters a time-travelling, seventeen-year-old Harry Potter, he makes a dangerous—and hilarious—assumption. He assumes that Harry is his son. And his son, of course, deserves the very best.A confused Harry plays along for the sake of self-preservation, but living with his “father” is proving to be intolerable in more ways than one.
“You are mine,” Voldemort said gently, and smiled when Harry flinched. So the boy did know Voldemort, after all. He knew Voldemort was to be feared. “I will look after you, my own.”
“I don’t belong to you,” Harry spat, despite his fear. Oh, what a delight he was! He was no cowering, simpering sycophant, like Voldemort’s other followers; no, this child had a spine of steel. Not many could stand before Voldemort without quailing.
“You are my son,” Voldemort declared. “Of course you belong to me. Your every cell, your every fibre, your every heartbeat. You are mine in flesh and blood and soul. You are mine in magic. And you will not deny me.”
Now with Chinese, Korean, Russian and Portugese translations, and featuring art by Mona and Hypnodisc!","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Harry Potter/Voldemort, Harry Potter/Tom Riddle | Voldemort, Harry Potter/Tom Riddle, Harry Potter, Tom Riddle | Voldemort, Death Eater Characters, Time Travel, Sane Voldemort (Harry Potter), Tom Riddle | Voldemort Adopts Harry Potter, Father-Son Relationship, but not really, Crack Treated Seriously, Drama, Romance, daddy voldie, Daddy Issues, POV Tom Riddle, Possessive Behavior, Possessive Tom Riddle, Protective Tom Riddle, Powerful Harry, Snark, Sassy Harry Potter, Awkward Conversations, Living Together, Enemies to Family to Lovers, the weirdest relationship development you've ever seen, okay maybe not the weirdest, but it's probably at least in the top 5, Pseudo-Incest, Fucked Up, Twisted and Fluffy Feelings, Voldemort Has No Moral Filter, Harry Has No Verbal Filter, so what else is new, Inappropriate Behavior, BDSM Fantasies, All In Voldemort's Head, ferrealz dude this is your SON, maybe stop being a creep for like 5 minutes?, death eater fam, Sugar Daddy, Redemption, Psychopaths In Love, Falling In Love, Yandere, Slow Burn, Opposites Attract, Sexual Tension, Fluff and Angst, Touching, So Much Touching, damn voldie why can't you keep your hands off your son, Humor, Comedy of Errors, Mutual Pining, Happy Ending, Intense, Passion, Soul Bond, Soulmates, EXTREMELY INTENSE ROMANCE, tone it down voldie sheesh, don't just jizz your feelings all over harry, POV Voldemort (Harry Potter), surprisingly wholesome despite its depravity, in fact ‘wholesome depravity’ is a pretty good description of this story, Warning: May Cause Hysterical Laughter and Uncomfortable Arousal, At the same time",https://archiveofourown.org/works/25010857
Don't Fuck With Florists (They'll Fuck You Up),"Unsatisfied with his post-war life, Harry decides to get to the root of all of his problems when that root was still working at Borgin and Burkes shop in the late 40s. He’s the Master of Death, damn it, he can do what he wants for once in his life.Tom Riddle isn’t particularly happy about working at a small, dingy shop for magical artifacts, no matter how interesting those artifacts are. He’s even less happy when an insufferable stranger sets up the most obnoxious flower shop right across the street.What follows would be a romantic comedy, if it weren’t for politics.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle, Tom Riddle, Harry Potter, Mr Borgin (Harry Potter), Time Travel, flower shop, MoD!Harry, 1940s, Don't copy to another site",https://archiveofourown.org/works/7769080?show_comments=true#comments
Right Hand Red,"Harry felt Malfoy's breath on his lips as they came together over the bottle, hands firmly planted on the floor as though they each needed their familiar soil, refusing to cross into enemy territory. Except that Malfoy no longer felt like his enemy.  Malfoy felt inevitable.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger, Ron Weasley, Pansy Parkinson, Seamus Finnigan, Ginny Weasley, Neville Longbottom, Luna Lovegood, Millicent Bulstrode, Dean Thomas, Blaise Zabini, Parvati Patil, Padma Patil, Portrait Severus Snape, Gordon the Ferret, OMC, Minerva McGonagall, Hogwarts Eighth Year, Unresolved Sexual Tension, Unresolved Romantic Tension, Bottom Draco, future switching, Party Games, Drunkenness, Hand Jobs, Blow Jobs, Anal Sex, First Time, Loss of Virginity, Secret Relationship, Angst and Humor",https://archiveofourown.org/works/3178065
In Evidence of Magical Theory,"When a hex meant for Draco accidentally catches Harry as well, they're forced to learn to understand each other in ways they previously might have thought impossible.In which Harry and Draco can't fight, so they fall in love instead.","Explicit, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley, Pansy Parkinson, Blaise Zabini, Minerva McGonagall, OMC, Hogwarts Eighth Year, Accidental Bonding, Magical Theory, Magical Cores, Powerful Harry, Rimming, Anal Sex, Anal Fingering, Switching, Slash, HP: EWE, Falling In Love, forced bed sharing, Blow Jobs, completed fic, Bonding, Forced Proximity, Sharing a Bed, First Time, Loss of Virginity",https://archiveofourown.org/works/9174820?show_comments=true&view_full_work=true#comments
Azoth,"Now that Harry is back at Hogwarts with Hermione for eighth year, he realises that something’s missing from his life, and it either has to do with Ron, his boggart, Snape, or Malfoy. Furthermore, what, exactly, does it mean when one’s life is defined by the desire to simultaneously impress and annoy a portrait? Harry has no idea; he’s too busy trying not to be in love with Malfoy to care.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Millicent Bulstrode/Hermione Granger, Lavender Brown/Ron Weasley, Draco Malfoy, Harry Potter, Millicent Bulstrode, Hermione Granger, Ron Weasley, Lavender Brown, Terry Boot, Luna Lovegood, Narcissa Black Malfoy, Portrait Severus Snape, Weasleys - Character, Alchemy, Animagus, Pining, Snark, Chemistry, Apprenticeship, Potions, Boggarts, Cats, Transfigurations, Hogwarts Eighth Year, Quidditch, Harry Potter is Good at Potions, Mentor Severus Snape, Harry Potter Needs a Hug, Good Slytherins, Hermione deals with her feelings by swearing, Ron is still a good friend, There is no bashing, Unreliable Narrator, People Change People, Animagus Harry Potter, Severus Snape's Hogwarts Portrait, N.E.W.T.s | Nastily Exhausting Wizarding Tests, Harry becomes a Potions Master out of pettiness, Sassy Harry Potter, Master of Death Harry Potter, Kind Of",https://archiveofourown.org/works/1049966?show_comments=true&view_full_work=true#comments
What We Pretend We Can't See,"Seven years out from the war, Harry learns the hard truth of old history: it’s never quite as far behind you as you thought.","Mature, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Neville Longbottom/Ginny Weasley",https://archiveofourown.org/works/9794657
Written on the Heart,Resumen no encontrado,"Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley, Blaise Zabini, Pansy Parkinson, Millicent Bulstrode, Gregory Goyle, Theodore Nott, Luna Lovegood, Hogwarts Eighth Year, Soulmarks, Slow Burn, flangst, Community: hd_erised, Slytherins, Families of Choice, Falling In Love, Pining, Bad Dreams, HP: EWE, getting drunk, copious swearing, Sarcasm, Muggle Studies, Muggle Fine Dining, wanking, sucking cock, Angst, Bad Decisions, Unexpected friendships, Teasing, Coming Out, Kissing, Famous Harry Potter, UST, Happy Ending, Blaise Zabini's dubious porn collection, Clubbing",https://archiveofourown.org/works/9065263/chapters/20617405
Tea and No Sympathy,"It's Potter's fault, of course, that Draco finds himself trapped in the same twenty-four-hour period, repeating itself over and over again. It's been nearly a year since the unpleasant business at Hogwarts, and Draco's getting on with his life quite nicely, thank you, until Harry sodding Potter steps in and ruins it all, just like always. At first, though, the time loop seems liberating. For the first time in his life, he can do anything, say anything, be anything, without consequence. But the more Draco repeats the day, the more he realises the uncomfortable truth: he's falling head over heels for the speccy git. And suddenly, the time loop feels like a trap. For how can he ever get Harry to love him back when time is, quite literally, against him?","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Narcissa Malfoy, Lucius Malfoy, Hermione Granger, Ron Weasley, Aberforth Dumbledore, Rubeus Hagrid, Buckbeak, Justin Finch-Fletchley, Ernie Macmillan, Terence Higgs, Minerva McGonagall, Giant Squid (Harry Potter), Slow Build, Draco-centric, Tea Drinking, Swearing, Muggle London, Houses of Parliament, Malfoy Manor, flangst, Family Feels, Muggle/Wizard Relations, Coming Out, Heartfelt Conversations, Sarcastic Conversations, Owls, Competitive Card Games, Falling In Love, getting drunk, Enthusiastic Snogging, Hogwarts Castle, Sex In The Slytherin Dormitory, Frottage, Time Travel, Time Loop, HP: EWE",https://archiveofourown.org/works/2734082
Written on the Heart,"Harry doesn’t mind that so many Slytherins from his year have returned to finish their NEWTs, really he doesn’t. It’s just – do they have to be so friendly? He’s not prejudiced, really he’s not. It’s just – they’ve got to be up to something, right? Unnerved by the attention he’s attracting from everyone – the Slytherins are the least of it, to be fair – and struggling with a raft of changes to Hogwarts itself, Harry wishes he could be happy that one constant remains: Draco Malfoy really fucking hates him.When he’s hit by an illegal love-spell though, Harry finds he has more to worry about than whether or not Blaise Zabini actually wants to be his friend. For if everyone affected has been blessed – or cursed, by the look on Malfoy’s face – with a magical tattoo revealing the name of their soulmate, what does it mean that Harry’s skin remains completely bare?","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley, Blaise Zabini, Pansy Parkinson, Millicent Bulstrode, Gregory Goyle, Theodore Nott, Luna Lovegood, Hogwarts Eighth Year, Soulmarks, Slow Burn, flangst, Community: hd_erised, Slytherins, Families of Choice, Falling In Love, Pining, Bad Dreams, HP: EWE, getting drunk, copious swearing, Sarcasm, Muggle Studies, Muggle Fine Dining, wanking, sucking cock, Angst, Bad Decisions, Unexpected friendships, Teasing, Coming Out, Kissing, Famous Harry Potter, UST, Happy Ending, Blaise Zabini's dubious porn collection, Clubbing",https://archiveofourown.org/works/9065263?view_full_work=true#kudos
All You Want,"Eighth Year at Hogwarts was supposed to be Hermione’s. And it is, just not in the way she expects. Omegaverse fic.","Explicit, Creator Chose Not To Use Archive Warnings, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Hermione Granger, Ginny Weasley, Draco Malfoy, Daphne Greengrass, Astoria Greengrass, Neville Longbottom, Theodore Nott, Anthony Goldstein, Minerva McGonagall, Pansy Parkinson, Hogwarts Eighth Year, Hogwarts Era, Post-Battle of Hogwarts, Post-War, Alternate Universe - Canon Divergence, Canon Compliant, Not Epilogue Compliant, Harry Potter Epilogue What Epilogue | EWE, Alpha/Beta/Omega Dynamics, Alpha/Omega, Alpha Draco Malfoy, Omega Hermione Granger, Mating Cycles/In Heat, Dominance, Submission, Knotting, Courtship, Scenting, Explicit Sexual Content, Porn With Plot, Hurt/Comfort, Omega Verse, Possessive Behavior, Attempted Sexual Assault, Not By Draco, Implied/Referenced Sexual Assault, Protective Draco Malfoy, Possessive Draco Malfoy, Miscommunication, Pining Draco Malfoy, Mutual Pining",https://archiveofourown.org/works/15153092?show_comments=true&view_full_work=true#comments
My Time,"Harry Potter finds himself hurtled back through time, landing back to just after World War 2 ended, more accurately, on the doorstep of Grimmauld Place...SLASH, MPREG Orion Black/Harry Potter Death meddles in the Master Of Death's fate once again...he must be awfully bored!","Teen And Up Audiences, No Archive Warnings Apply, F/M, M/M, Harry Potter - J. K. Rowling, Orion Black/Harry Potter, Melania MacMillian Black/Arcturus Black, Hesper Gamp Black/Sirius Black II, Harry Potter, Orion Black, Arcturus Black, Melania Macmillan Black, Sirius Black, Hesper Black, Carina Black, Walburga Black, Dorea Black Potter, Charlus Potter, Fleamont Potter, Cygnus Black, All The Black's, Abraxas Malfoy, Mpreg, Time Travel",https://archiveofourown.org/works/27964796?show_comments=true&view_full_work=true#comments
Lily's Boy,Resumen no encontrado,"Explicit, Underage Sex, F/F, F/M, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Remus Lupin/Severus Snape, Neville Longbottom/Ginny Weasley, Sirius Black/Charlie Weasley, Harry Potter, Draco Malfoy, Neville Longbottom, Remus Lupin, Severus Snape, Sirius Black, Susan Bones, AU from PoA, Powerful Harry Potter, Manipulative Albus Dumbledore, Political Harry Potter, Not Molly/Ron/Hermione friendly, Implied/Referenced Child Abuse, Tropes, More tags to follow, Canonical Character Death, Non-Canonical Character Death, Semi sentient Hogwarts, Nonbinary Character, Harry Potter Gets the Love He Deserves",https://archiveofourown.org/works/30856244/chapters/90792109
Soup-pocalypse and The Great Curry Cataclysm,"Eleven years after the war, Draco Malfoy leads a quiet, boring, and perfectly respectable life, thanks very much. Or, at least he does, until a sudden and very unexpected veela awakening causes him to throw soup all over Harry Potter in the middle of the Ministry cafeteria.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Teddy Lupin, Hermione Granger, Ron Weasley, Lavender Brown, Veela Draco Malfoy, Veela Mates, Teddy Lupin was Raised by Harry Potter, Parent Harry Potter, Depression, Mental Health Issues, Slow Burn, Enemies to Lovers, Angst, Humor, Hurt/Comfort, Explicit Sexual Content, Bottom Draco Malfoy, Top Harry Potter, Past Suicide Attempt, H/D Food Fair 2018, Ministry of Magic Employee Draco Malfoy, Harry Potter Thinks Draco Malfoy is Up to Something, Draco Malfoy Cooks, Courtship, Food Issues, Romance, Pining Draco Malfoy, Auror Harry Potter, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE",https://archiveofourown.org/works/16036310
We're Already Married,"""Our whole lives we have always told people that we were married. I knew that it wasn't exactly normal but it was always something that filled me with so much affection for you. I have loved you for so long. Longer than I ever realized."" Harry took a deep breath as he looked into shining silver eyes.Or...Three-year-old Harry asks little Draco to marry him and they insist to anyone who will listen that they are indeed already married.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Sirius Black/Remus Lupin, Lucius Malfoy/Narcissa Black Malfoy, Draco Malfoy, Harry Potter, Sirius Black, Remus Lupin, Lucius Malfoy, Narcissa Black, Fluff, Tooth-Rotting Fluff, Kid Fic, to adults, Adorable, No Angst, Romance, Best Friends, Friends to Lovers, Sirius ships it, Remus is so done",https://archiveofourown.org/works/12312867#kudos
Away Childish Things,Harry gets de-aged.  Malfoy has to help him.,"Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Age Regression/De-Aging, Past Child Abuse, Past Malnutrition, Past Neglect, Past Touch Deprivation, Dyslexia, Eating Disorders, Verbal Abuse, Internalized Homophobia, Homophobia, Biphobia, Homophobic Slurs, Pure-blood Bigotry, Pure-blood Slurs, Crying, Grief/Mourning, Off-screen death of a secondary character, the Death is an Implied Suicide, Mommy Issues, Daddy Issues, Toxic Masculinity, Long Hair, Emotional Dysfunction, Age Difference, Blood, Bodyswap (kind of), Love Potion/Spell, Potions Accident, Family, Hurt/Comfort, heavy on the comfort, Endearments, Bacon, salad",https://archiveofourown.org/works/16052816
Lily's Boy,"Before his third year of Hogwarts has even begun, Harry faces three whole weeks of unsupervised time in Diagon Alley. In that time he takes a trip to Gringotts - and that changes everything.Burdened with the knowledge that Dumbledore has been blocking his family magic, and manipulating far more than he ever thought possible, Harry doesn't know who he can trust; but he knows he can't keep going that way. There's a whole world of lore and politics and history to catch up on, and the more he learns, the more Harry realises his true place in the world, and how much is being kept hidden from him. All the while, Dumbledore's twinkling eyes are constantly watching, and Harry can't let on how much he knows.With help from unexpected places, Harry starts on a journey to end the war, and reshape the wizarding world. With how much he looks like James Potter, people have forgotten one important thing about him - he is Lily Evans' son, and she was one hell of a witch.","Explicit, Underage Sex, F/F, F/M, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Remus Lupin/Severus Snape, Neville Longbottom/Ginny Weasley, Sirius Black/Charlie Weasley, Harry Potter, Draco Malfoy, Neville Longbottom, Remus Lupin, Severus Snape, Sirius Black, Susan Bones, AU from PoA, Powerful Harry Potter, Manipulative Albus Dumbledore, Political Harry Potter, Not Molly/Ron/Hermione friendly, Implied/Referenced Child Abuse, Tropes, More tags to follow, Canonical Character Death, Non-Canonical Character Death, Semi sentient Hogwarts, Nonbinary Character, Harry Potter Gets the Love He Deserves",https://archiveofourown.org/works/30856244?view_full_work=true#kudos
that’s the art of getting by,"“What do you want me to do?” Remus says, tiredly. All he wants is to curl up on his bed. Smoke a pack of cigarettes. Get drunk. He can’t stop looking at Harry. “Remus...” Dumbledore is gentle. Remus hates when he has that tone. Hates that he knows it will hurt. “There is no one else left.” A bitter laugh escapes him. “So you’ll curse the poor thing with a werewolf for a guardian?”","Mature, No Archive Warnings Apply, Gen, M/M, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, Remus Lupin, Sirius Black, Harry Potter, Molly Weasley, Minerva McGonagall, Albus Dumbledore, Arthur Weasley, Post-Marauders Era (Harry Potter), Post-First War with Voldemort, Raising Harry Potter, POV Remus Lupin, Remus Lupin Raises Harry Potter, Alternate Universe - Canon Divergence, Depression, Sirius Black Free from Azkaban, Sirius Black and Remus Lupin Raise Harry Potter, Slow Build, Marauders Era (Harry Potter), Implied/Referenced Child Abuse, First War with Voldemort, Alternate Universe, Unhealthy Coping Mechanisms, Angst, Angst with a Happy Ending",https://archiveofourown.org/works/27300139?view_full_work=true#kudos
Choices,Resumen no encontrado,"Explicit, Major Character Death, F/M, M/M, F/F, Harry Potter - J. K. Rowling, Regulus Black/James Potter, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, James Potter, Regulus Black, Sirius Black, Remus Lupin, Lily Evans Potter, Peter Pettigrew, Fleamont Potter, Euphemia Potter, Marlene McKinnon, Mary Macdonald, Frank Longbottom, Alice Longbottom, Bellatrix Black Lestrange, Rodolphus Lestrange, Lucius Malfoy, Narcissa Black Malfoy, Jegulus, wolfstar, jily, Marauders, Implied/Referenced Sexual Assault, Canon Compliant, Mild Sexual Content, Canonical Character Death, Angst, Minor Marlene McKinnon/Dorcas Meadowes, Jello-O Shots (this is an integral part of this story)",https://archiveofourown.org/works/30170643/chapters/99360105
Another Mind Game,"Thank you to everyone who's been with me on this journey! Thus concludes Another Mind Game, my first ever fanfic. The response has been something out of my dreams. Who'd have thought we'd make it this far? Leave a kudos and comment (even all my silent lurkers,) to prove your existence!Did I write this whole thing just to make sure the Weasley twins both graduated happy and healthy? Maybe...Anyway, enjoy the ending!","Teen And Up Audiences, No Archive Warnings Apply, M/M, Other, Harry Potter - J. K. Rowling, Harry Potter & Severus Snape, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Neville Longbottom, Luna Lovegood, Minerva McGonagall, Albus Dumbledore, Severus Snape, Harry Potter, Ron Weasley, Hermione Granger, Fred Weasley, George Weasley, pretty much everyone else too because why not?, House-Elves (Harry Potter), Child Abuse, Mentor Severus Snape, Strong Harry Potter, Sassy Harry Potter, Slow Burn, Fluff and Angst, Albus Dumbledore Bashing, not terribly but a bit, He gets better, Magically Powerful Harry Potter, Snape becomes more OOC overtime, slow burn severitis, Crack Treated Seriously, I mean it's kinda crack, but only sometimes, Implied/Referenced Child Abuse, Severus Snape Adopts Harry Potter, but it's kinda low-key, and sometimes high-key, So there!, presumed suicidal, protective hogwarts, Abusive Dursley Family (Harry Potter), BAMF Harry Potter, Severitus | Severus Snape is Harry Potter's Parent",https://archiveofourown.org/works/24779923/chapters/66463198
Mental,"Harry has had quite enough of sharing his mind with someone else, thankyouverymuch. A miscast Legilimecy spell says otherwise.(Fic from 2010 FF archive being uploaded here.)AND FOR THE LAST FUCKING TIME, STOP REPOSTING THIS ON WATTPAD. I DO NOT WANT IT ON WATTPAD. YOU DO NOT HAVE PERMISSION TO POST THIS ON WATTPAD.","Mature, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Ron Weasley, Hermione Granger, Various Characters, Romance, Slow Build, Getting Together, Angst and Humor, Coming Out, Developing Relationship, Legilimency, Mind Control, Magical Accidents, Accidental Bonding, of sorts, Mind Meld, Swearing, Hogwarts Eighth Year",https://archiveofourown.org/works/5163386
